Class;Order;Family;Species;Trade type;Source
Amphibian;Anura;Telmatobiidae;Telmatobius atahualpai;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius brachydactylus;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius brevirostris;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius carrillae;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius colanensis;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius culeus;Prod;CITES, IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius degener;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius gigas;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius hockingi;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius ignavus;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius intermedius;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius jelskii;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius laticeps;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius latirostris;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius macrostomus;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius marmoratus;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius mayoloi;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius necopinus;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius peruvianus;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius pisanoi;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius punctatus;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius rimac;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius thompsoni;Prod;IUCN
Amphibian;Anura;Telmatobiidae;Telmatobius truebae;Prod;IUCN
Amphibian;Caudata;Ambystomatidae;Ambystoma andersoni;Prod;IUCN
Amphibian;Caudata;Ambystomatidae;Ambystoma cingulatum;Prod;IUCN
Amphibian;Caudata;Ambystomatidae;Ambystoma dumerilii;Pet, Prod;CITES, IUCN
Amphibian;Caudata;Ambystomatidae;Ambystoma lermaense;Pet, Prod;CITES, IUCN
Amphibian;Caudata;Ambystomatidae;Ambystoma mavortium;Prod;IUCN
Amphibian;Caudata;Ambystomatidae;Ambystoma mexicanum;Pet, Prod;CITES, IUCN
Amphibian;Caudata;Ambystomatidae;Ambystoma opacum;Pet;IUCN
Amphibian;Caudata;Ambystomatidae;Ambystoma ordinarium;Prod;IUCN
Amphibian;Caudata;Ambystomatidae;Ambystoma tigrinum;Pet;IUCN
Amphibian;Caudata;Cryptobranchidae;Andrias davidianus;Pet, Prod;CITES, IUCN
Amphibian;Caudata;Cryptobranchidae;Andrias japonicus;Pet;CITES
Amphibian;Caudata;Cryptobranchidae;Cryptobranchus alleganiensis;Pet, Prod;IUCN
Amphibian;Caudata;Hynobiidae;Batrachuperus karlschmidti;Prod;IUCN
Amphibian;Caudata;Hynobiidae;Batrachuperus londongensis;Prod;IUCN
Amphibian;Caudata;Hynobiidae;Batrachuperus pinchonii;Prod;IUCN
Amphibian;Caudata;Hynobiidae;Batrachuperus taibaiensis;Prod;IUCN
Amphibian;Caudata;Hynobiidae;Batrachuperus tibetanus;Prod;IUCN
Amphibian;Caudata;Hynobiidae;Batrachuperus yenyuanensis;Prod;IUCN
Amphibian;Caudata;Hynobiidae;Hynobius abei;Pet;IUCN
Amphibian;Caudata;Hynobiidae;Hynobius boulengeri;Pet;IUCN
Amphibian;Caudata;Hynobiidae;Hynobius dunni;Pet;IUCN
Amphibian;Caudata;Hynobiidae;Hynobius hidamontanus;Pet;IUCN
Amphibian;Caudata;Hynobiidae;Hynobius nebulosus;Pet;IUCN
Amphibian;Caudata;Hynobiidae;Hynobius stejnegeri;Prod;IUCN
Amphibian;Caudata;Hynobiidae;Hynobius tokyoensis;Pet;IUCN
Amphibian;Caudata;Hynobiidae;Iranodon gorganensis;Pet;IUCN
Amphibian;Caudata;Hynobiidae;Iranodon persicus;Pet;IUCN
Amphibian;Caudata;Hynobiidae;Liua tsinpaensis;Prod;IUCN
Amphibian;Caudata;Hynobiidae;Pachyhynobius shangchengensis;Pet;IUCN
Amphibian;Caudata;Plethodontidae;Aneides aeneus;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Bolitoglossa conanti;Pet;IUCN
Amphibian;Caudata;Plethodontidae;Bolitoglossa dofleini;Pet;IUCN
Amphibian;Caudata;Plethodontidae;Bolitoglossa mexicana;Pet;IUCN
Amphibian;Caudata;Plethodontidae;Bolitoglossa pesrubra;Pet;IUCN
Amphibian;Caudata;Plethodontidae;Desmognathus quadramaculatus;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Desmognathus wrighti;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Ensatina eschscholtzii;NA;IUCN
Amphibian;Caudata;Plethodontidae;Eurycea rathbuni;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Phaeognathus hubrichti;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Plethodon cinereus;Pet;IUCN
Amphibian;Caudata;Plethodontidae;Plethodon idahoensis;Pet;IUCN
Amphibian;Caudata;Plethodontidae;Plethodon petraeus;Pet, Prod;IUCN
Amphibian;Caudata;Plethodontidae;Speleomantes ambrosii;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Speleomantes flavus;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Speleomantes genei;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Speleomantes imperialis;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Speleomantes italicus;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Speleomantes sarrabusensis;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Speleomantes strinatii;Prod;IUCN
Amphibian;Caudata;Plethodontidae;Speleomantes supramontis;Prod;IUCN
Amphibian;Caudata;Proteidae;Proteus anguinus;Pet;IUCN
Amphibian;Caudata;Salamandridae;Cynops ensicauda;Pet, Prod;CITES, IUCN
Amphibian;Caudata;Salamandridae;Cynops pyrrhogaster;Pet;IUCN
Amphibian;Caudata;Salamandridae;Echinotriton andersoni;Pet;IUCN
Amphibian;Caudata;Salamandridae;Hypselotriton cyanurus;Pet;IUCN
Amphibian;Caudata;Salamandridae;Hypselotriton orientalis;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Ichthyosaura alpestris;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Laotriton laoensis;Pet, Prod;CITES, IUCN
Amphibian;Caudata;Salamandridae;Liangshantriton taliangensis;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Lissotriton montandoni;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Lissotriton vulgaris;Pet;IUCN
Amphibian;Caudata;Salamandridae;Lyciasalamandra antalyana;Prod;IUCN
Amphibian;Caudata;Salamandridae;Lyciasalamandra atifi;Prod;IUCN
Amphibian;Caudata;Salamandridae;Lyciasalamandra fazilae;Prod;IUCN
Amphibian;Caudata;Salamandridae;Lyciasalamandra flavimembris;Prod;IUCN
Amphibian;Caudata;Salamandridae;Lyciasalamandra helverseni;Pet;IUCN
Amphibian;Caudata;Salamandridae;Lyciasalamandra luschani;Prod;IUCN
Amphibian;Caudata;Salamandridae;Mertensiella caucasica;Pet;IUCN
Amphibian;Caudata;Salamandridae;Neurergus crocatus;Pet;IUCN
Amphibian;Caudata;Salamandridae;Neurergus kaiseri;Pet, Prod;CITES, IUCN
Amphibian;Caudata;Salamandridae;Neurergus microspilotus;Pet;IUCN
Amphibian;Caudata;Salamandridae;Neurergus strauchii;Pet;IUCN
Amphibian;Caudata;Salamandridae;Notophthalmus perstriatus;Pet;IUCN
Amphibian;Caudata;Salamandridae;Ommatotriton ophryticus;Pet;IUCN
Amphibian;Caudata;Salamandridae;Ommatotriton vittatus;Pet;IUCN
Amphibian;Caudata;Salamandridae;Pachytriton brevipes;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Pachytriton labiatus;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Paramesotriton caudopunctatus;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Paramesotriton chinensis;Pet;CITES, IUCN
Amphibian;Caudata;Salamandridae;Paramesotriton deloustali;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Paramesotriton fuzhongensis;Pet;IUCN
Amphibian;Caudata;Salamandridae;Paramesotriton hongkongensis;Pet;CITES, IUCN
Amphibian;Caudata;Salamandridae;Salamandra algira;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Salamandra atra;Pet;IUCN
Amphibian;Caudata;Salamandridae;Salamandra infraimmaculata;Pet;IUCN
Amphibian;Caudata;Salamandridae;Salamandra salamandra;Pet;IUCN
Amphibian;Caudata;Salamandridae;Triturus cristatus;Pet;IUCN
Amphibian;Caudata;Salamandridae;Triturus karelinii;Pet;IUCN
Amphibian;Caudata;Salamandridae;Triturus marmoratus;Pet;IUCN
Amphibian;Caudata;Salamandridae;Tylototriton anguliceps;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Tylototriton asperrimus;Pet, Prod;CITES, IUCN
Amphibian;Caudata;Salamandridae;Tylototriton kweichowensis;Pet, Prod;CITES, IUCN
Amphibian;Caudata;Salamandridae;Tylototriton notialis;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Tylototriton podichthys;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Tylototriton shanjing;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Tylototriton shanorum;Pet, Prod;IUCN
Amphibian;Caudata;Salamandridae;Tylototriton verrucosus;Pet, Prod;CITES, IUCN
Amphibian;Caudata;Salamandridae;Tylototriton vietnamensis;Pet, Prod;CITES, IUCN
Amphibian;Gymnophiona;Dermophiidae;Dermophis mexicanus;Pet;IUCN
Amphibian;Gymnophiona;Dermophiidae;Geotrypetes seraphini;Pet;IUCN
Amphibian;Gymnophiona;Dermophiidae;Schistometopum thomense;Pet;IUCN
Amphibian;Gymnophiona;Herpelidae;Boulengerula taitana;Pet;IUCN
Amphibian;Gymnophiona;Herpelidae;Herpele squalostoma;Pet;IUCN
Amphibian;Gymnophiona;Ichthyophiidae;Ichthyophis hypocyaneus;Pet;IUCN
Amphibian;Gymnophiona;Scolecomorphidae;Scolecomorphus kirkii;Pet;IUCN
Amphibian;Gymnophiona;Typhlonectidae;Typhlonectes natans;Pet;IUCN
Bird;Accipitriformes;Accipitridae;Accipiter albogularis;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter badius;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter bicolor;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter brachyurus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter brevipes;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter butleri;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter castanilius;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter cirrocephalus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter collaris;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter cooperii;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter erythrauchen;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter erythropus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter fasciatus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter francesiae;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter gentilis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter griseiceps;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter gularis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter gundlachi;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter haplochrous;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter henicogrammus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter henstii;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter hiogaster;Pet;IUCN
Bird;Accipitriformes;Accipitridae;Accipiter imitator;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter luteoschistaceus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter madagascariensis;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter melanochlamys;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter melanoleucus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter meyerianus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter minullus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter nanus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter nisus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter novaehollandiae;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter ovampensis;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter poliocephalus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter poliogaster;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter princeps;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter rhodogaster;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter rufitorques;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter rufiventris;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter soloensis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter striatus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter superciliosus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter sylvestris;Pet;IUCN
Bird;Accipitriformes;Accipitridae;Accipiter tachiro;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter toussenelii;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter trinotatus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter trivirgatus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Accipiter virgatus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aegypius monachus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aquila adalberti;Pet, Prod;CITES
Bird;Accipitriformes;Accipitridae;Aquila africana;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aquila audax;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aquila chrysaetos;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aquila fasciata;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aquila gurneyi;NA;CITES
Bird;Accipitriformes;Accipitridae;Aquila heliaca;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aquila nipalensis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aquila rapax;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aquila spilogaster;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aquila verreauxii;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aviceda cuculoides;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aviceda jerdoni;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aviceda leuphotes;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aviceda madagascariensis;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Aviceda subcristata;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Busarellus nigricollis;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Butastur indicus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Butastur liventer;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Butastur rufipennis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Butastur teesa;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo albigula;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo albonotatus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo augur;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo auguralis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo brachypterus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo brachyurus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo buteo;Pet, Prod;CITES
Bird;Accipitriformes;Accipitridae;Buteo galapagoensis;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo hemilasius;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo jamaicensis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo lagopus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo lineatus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo nitidus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo oreophilus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo plagiatus;Pet;IUCN
Bird;Accipitriformes;Accipitridae;Buteo platypterus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo regalis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo ridgwayi;Prod;CITES
Bird;Accipitriformes;Accipitridae;Buteo rufinus;Pet, Prod;CITES
Bird;Accipitriformes;Accipitridae;Buteo rufofuscus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo socotraensis;NA;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo solitarius;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo swainsoni;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteo ventralis;Prod;CITES
Bird;Accipitriformes;Accipitridae;Buteogallus aequinoctialis;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteogallus anthracinus;NA;CITES
Bird;Accipitriformes;Accipitridae;Buteogallus coronatus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteogallus lacernulatus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteogallus meridionalis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteogallus schistaceus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteogallus solitarius;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Buteogallus urubitinga;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Chelictinia riocourii;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Chondrohierax uncinatus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Chondrohierax wilsonii;Pet, Prod;IUCN
Bird;Accipitriformes;Accipitridae;Circaetus beaudouini;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circaetus cinerascens;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circaetus cinereus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circaetus fasciolatus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circaetus gallicus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circaetus pectoralis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus aeruginosus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus approximans;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus assimilis;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus buffoni;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus cinereus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus cyaneus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus hudsonius;Pet, Prod;IUCN
Bird;Accipitriformes;Accipitridae;Circus macrosceles;Pet, Prod;IUCN
Bird;Accipitriformes;Accipitridae;Circus macrourus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus maillardi;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus maurus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus melanoleucos;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus pygargus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus ranivorus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus spilonotus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Circus spilothorax;Pet, Prod;IUCN
Bird;Accipitriformes;Accipitridae;Clanga clanga;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Clanga hastata;Prod;CITES
Bird;Accipitriformes;Accipitridae;Clanga pomarina;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Cryptoleucopteryx plumbea;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Dryotriorchis spectabilis;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Elanoides forficatus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Elanus axillaris;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Elanus caeruleus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Elanus leucurus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Elanus scriptus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Erythrotriorchis buergersi;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Erythrotriorchis radiatus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Eutriorchis astur;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gampsonyx swainsonii;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Geranoaetus albicaudatus;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Geranoaetus melanoleucus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Geranoaetus polyosoma;Pet, Prod;CITES
Bird;Accipitriformes;Accipitridae;Geranospiza caerulescens;Pet;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gypaetus barbatus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gypohierax angolensis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gyps africanus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gyps bengalensis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gyps coprotheres;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gyps fulvus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gyps himalayensis;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gyps indicus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gyps rueppelli;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Gyps tenuirostris;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Haliaeetus albicilla;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Haliaeetus leucocephalus;Pet, Prod;CITES, IUCN
Bird;Accipitriformes;Accipitridae;Haliaeetus leucogaster;Pet, Prod;CITES, IUCN
